"column_number","column_name","column_label","column_class","has_missing","unique_values"
2872,"iiag_pa","Public Administration","numeric",TRUE,330
2873,"iiag_par","Participation","numeric",TRUE,382
2874,"iiag_pri","Participation, Rights and Inclusion","numeric",TRUE,337
2875,"iiag_rig","Rights","numeric",TRUE,358
2876,"iiag_rolf","Rule of Law and Justice","numeric",TRUE,361
2877,"iiag_rs","Rural Sector","numeric",TRUE,151
2878,"iiag_se","Sustainable Environment","numeric",TRUE,277
2879,"iiag_sp","Social Protection","numeric",TRUE,322
2880,"iiag_srol","Security and Rule of Law","numeric",TRUE,349
2881,"iiag_ssaf","Security and Safety","numeric",TRUE,287
2882,"ipu_l_s","Number of Seats (Lower and Single Houses)","numeric",TRUE,379
2883,"ipu_l_sw","Share of Women (Lower and Single Houses)","numeric",TRUE,423
2884,"ipu_l_w","Number of Women (Lower and Single Houses)","numeric",TRUE,201
2885,"ipu_u_s","Number of Seats (Upper House)","numeric",TRUE,179
2886,"ipu_u_sw","Share of Women (Upper House)","numeric",TRUE,303
2887,"ipu_u_w","Number of Women (Upper House)","numeric",TRUE,92
2888,"jw_avgballot","Party Control over Ballot (lower/only house)","numeric",TRUE,43
2889,"jw_avgballot2","Party Control over Ballot (upper house)","numeric",TRUE,8
2890,"jw_avgpool","Sharing of Votes among Candidates (lower/only house)","numeric",TRUE,45
2891,"jw_avgpool2","Sharing of Votes among Candidates (upper house)","numeric",TRUE,8
2892,"jw_avgvote","Candidate or Party-specific Voting (lower/only house)","numeric",TRUE,44
2893,"jw_avgvote2","Candidate or Party-specific Voting (upper house)","numeric",TRUE,8
2894,"jw_bicameral","Bicameral System","numeric",TRUE,3
2895,"jw_domr","Dominant or Populous Tier","numeric",TRUE,13
2896,"jw_election","Year of Election (lower/only house)","numeric",TRUE,3
2897,"jw_election2","Year of Election (upper house)","numeric",TRUE,3
2898,"jw_indy","Ballot Access for Independent Candidates (lower/only house)","numeric",TRUE,3
2899,"jw_indy2","Ballot Access for Independent Candidates (upper house)","numeric",TRUE,3
2900,"jw_legsize","Number of Coded Legislators (lower/only house)","numeric",TRUE,164
2901,"jw_legsize2","Number of Coded Legislators (upper house)","numeric",TRUE,41
2902,"jw_mcand","District Magnitude of Average Legislator (lower/only house)","numeric",TRUE,98
2903,"jw_mcand2","District Magnitude of Average Legislator (upper house)","numeric",TRUE,41
2904,"jw_mdist","Average District Magnitude (lower/only house)","numeric",TRUE,217
2905,"jw_mdist2","Average District Magnitude (upper house)","numeric",TRUE,31
2906,"jw_mmdballot","Party Control over Ballot - MMD (lower/only house)","numeric",TRUE,4
2907,"jw_mmdballot2","Party Control over Ballot - MMD (upper house)","numeric",TRUE,5
2908,"jw_mmdpool","Sharing of Votes among Candidates - MMD (lower/only house)","numeric",TRUE,4
2909,"jw_mmdpool2","Sharing of Votes among Candidates - MMD (upper house)","numeric",TRUE,5
2910,"jw_mmdvote","Candidate or Party-specific Voting - MMD (lower/only house)","numeric",TRUE,4
2911,"jw_mmdvote2","Candidate or Party-specific Voting - MMD (upper house)","numeric",TRUE,5
2912,"jw_multiround","Runoff Elections","numeric",TRUE,3
2913,"jw_multitier","Multi Tier (lower/only house)","numeric",TRUE,3
2914,"jw_multitier2","Multi Tier (upper house)","numeric",TRUE,3
2915,"jw_oneparty","Single Party System","numeric",TRUE,3
2916,"jw_parallel","Tiers allocated in Parallel","numeric",TRUE,3
2917,"jw_persr","Personalistic Tier","numeric",TRUE,13
2918,"jw_propcoded","Proportion Coded Legislators (lower/only house)","numeric",TRUE,66
2919,"jw_propcoded2","Proportion Coded Legislators (upper house)","numeric",TRUE,24
2920,"jw_propmmd","Seats from Multi-Member Districts (lower/only house)","numeric",TRUE,49
2921,"jw_propmmd2","Seats from Multi-Member Districts (upper house)","numeric",TRUE,17
2922,"jw_propn","Seats from a National District (lower/only house)","numeric",TRUE,64
2923,"jw_propn2","Seats from a National District (upper house)","numeric",TRUE,23
2924,"jw_propsmd","Seats from Single-Member Districts (lower/only house)","numeric",TRUE,49
2925,"jw_propsmd2","Seats from Single-Member Districts (upper house)","numeric",TRUE,17
2926,"jw_rank","Rank Vote (lower/only house)","numeric",TRUE,3
2927,"jw_rank2","Rank Vote (upper house)","numeric",TRUE,3
2928,"jw_smdballot","Party Control over Ballot - SMD (lower/only house)","numeric",TRUE,3
2929,"jw_smdpool","Sharing of Votes among Candidates - SMD (lower/only house)","numeric",TRUE,3
2930,"jw_smdvote","Candidate or Party-specific Voting - SMD (lower/only house)","numeric",TRUE,3
2931,"jw_tiervote","Tiervote (lower/only house)","numeric",TRUE,3
2932,"jw_tiervote2","Tiervote (upper house)","numeric",TRUE,3
2933,"kun_cluster","Cluster memberships based on means","numeric",TRUE,6
2934,"kun_ecoabs","Absolute economic institutional quality(simple averages)","numeric",TRUE,3535
2935,"kun_ecorel","Economic institutional quality (relative factor scores)","numeric",TRUE,2234
2936,"kun_legabs","Absolute legal institutional quality (simple averages)","numeric",TRUE,3185
2937,"kun_legrel","Legal institutional quality (relative factor scores)","numeric",TRUE,2296
2938,"kun_polabs","Absolute political institutional quality (simple averages)","numeric",TRUE,3456
2939,"kun_polrel","Political institutional quality (relative factor scores)","numeric",TRUE,2523
2940,"kun_wiqreco_all","Economic World Institutional Quality Ranking (all countries)","numeric",TRUE,116
2941,"kun_wiqreco_full","Economic World Institutional Quality Ranking (full obs.)","numeric",TRUE,85
2942,"kun_wiqrleg_all","Legal World Institutional Quality Ranking (all countries)","numeric",TRUE,135
2943,"kun_wiqrleg_full","Legal World Institutional Quality Ranking (full obs.)","numeric",TRUE,85
2944,"kun_wiqrpol_all","Political World Institutional Quality Ranking (all countries)","numeric",TRUE,130
2945,"kun_wiqrpol_full","Political World Institutional Quality Ranking (full obs.)","numeric",TRUE,89
2946,"lis_atk05","Atkinson Coefficient (epsilon=0.5)","numeric",TRUE,174
2947,"lis_atk1","Atkinson Coefficient (epsilon=1)","numeric",TRUE,253
2948,"lis_clsmf","Children Living in Single-Mother Families (%)","numeric",TRUE,614
2949,"lis_cprsmf","Children Poverty Rates - Single-Mother Families (50%)","numeric",TRUE,615
2950,"lis_cprtpf","Children Poverty Rates - Two-Parent Families (50%)","numeric",TRUE,614
2951,"lis_dc150","Distribution of Children by Income Group (above 150%)","numeric",TRUE,612
2952,"lis_dc5075","Distribution of Children by Income Group (50-75%)","numeric",TRUE,611
2953,"lis_dc75150","Distribution of Children by Income Group (75-150%)","numeric",TRUE,615
2954,"lis_gini","Gini Coefficient","numeric",TRUE,243
2955,"lis_meaneqi","Mean Equivalized Income","numeric",TRUE,635
2956,"lis_medeqi","Median Equivalized Income","numeric",TRUE,635
2957,"lis_pr8020","Percentile Ratio (80/20)","numeric",TRUE,535
2958,"lis_pr9010","Percentile Ratio (90/10)","numeric",TRUE,594
2959,"lis_pr9050","Percentile Ratio (90/50)","numeric",TRUE,474
2960,"lis_rpr40","Relative Poverty Rates - Elderly (40%)","numeric",TRUE,614
2961,"lis_rprc40","Relative Poverty Rates - Children (40%)","numeric",TRUE,604
2962,"lis_rprc50","Relative Poverty Rates - Children (50%)","numeric",TRUE,616
2963,"lis_rprc60","Relative Poverty Rates - Children (60%)","numeric",TRUE,616
2964,"lis_rpre50","Relative Poverty Rates - Elderly (50%)","numeric",TRUE,623
2965,"lis_rpre60","Relative Poverty Rates - Elderly (60%)","numeric",TRUE,619
2966,"lis_rprt40","Relative Poverty Rates - Total Population (40%)","numeric",TRUE,618
2967,"lis_rprt50","Relative Poverty Rates - Total Population (50%)","numeric",TRUE,626
2968,"lis_rprt60","Relative Poverty Rates - Total Population (60%)","numeric",TRUE,627
2969,"lld_capacity","Hanson & Sigman State Capacity Index","numeric",TRUE,6319
2970,"lld_capstd","Standard Deviation for Hanson & Sigman State Capacity Index","numeric",TRUE,7852
2971,"mad_gdppc","Real GDP per Capita","numeric",TRUE,7831
2972,"mad_gdppc1","Real GDP per Capita (year 1)","numeric",TRUE,7
2973,"mad_gdppc1000","Real GDP per Capita (year 1000)","numeric",TRUE,7
2974,"mad_gdppc1300","Real GDP per Capita (year 1300)","numeric",TRUE,5
2975,"mad_gdppc1400","Real GDP per Capita (year 1400)","numeric",TRUE,9
2976,"mad_gdppc1500","Real GDP per Capita (year 1500)","numeric",TRUE,12
2977,"mad_gdppc1600","Real GDP per Capita (year 1600)","numeric",TRUE,16
2978,"mad_gdppc1700","Real GDP per Capita (year 1700)","numeric",TRUE,18
2979,"mad_gdppc1800","Real GDP per Capita (year 1800)","numeric",TRUE,21
2980,"mad_gdppc1900","Real GDP per Capita (year 1900)","numeric",TRUE,45
2981,"mibu_ibu","Multidimensional Index of Bureaucratic Underrepresentation","numeric",TRUE,149
2982,"nelda_fme","First Multiparty Election","numeric",TRUE,3
2983,"nelda_mbbe","Media Bias before Election","numeric",TRUE,4
2984,"nelda_mtop","Was More Than One Party Legal","numeric",TRUE,4
2985,"nelda_noe","Number of Elections, Total","numeric",TRUE,6
2986,"nelda_noea","Number of Elections, Constituent Assembly","numeric",TRUE,4
2987,"nelda_noee","Number of Elections, Executive","numeric",TRUE,5
2988,"nelda_noel","Number of Elections, Legislative","numeric",TRUE,6
2989,"nelda_oa","Was Opposition Allowed","numeric",TRUE,4
2990,"nelda_rpae","Riots and Protests after Election","numeric",TRUE,4
2991,"nelda_vcdbe","Violence and Civilian Deaths before Election","numeric",TRUE,4
2992,"nrmi_nrpi","Natural Resource Protection Indicator","numeric",TRUE,1597
2993,"oecd_airqty_t1","CO2 emissions from fuel combustion","numeric",TRUE,1542
2994,"oecd_bop_t1","Current account balance","numeric",TRUE,1112
2995,"oecd_cpi_t1a","CPI: all items","numeric",TRUE,2228
2996,"oecd_cpi_t1b","CPI: all items non food non energy","numeric",TRUE,1534
2997,"oecd_cpi_t1c","CPI: food","numeric",TRUE,1867
2998,"oecd_cpi_t1d","CPI: energy","numeric",TRUE,1575
2999,"oecd_doctor_g1","Practising physicians","numeric",TRUE,399
3000,"oecd_doctor_g3","Medical graduates","numeric",TRUE,753
3001,"oecd_emplage_t1a","Employment rates for age group 15-24","numeric",TRUE,763
3002,"oecd_emplage_t1b","Employment rates for age group 25-54","numeric",TRUE,679
3003,"oecd_emplage_t1c","Employment rates for age group 55-64","numeric",TRUE,767
3004,"oecd_emplgndr_t1a","Employment rates: women","numeric",TRUE,751
3005,"oecd_emplgndr_t1b","Employment rates: men","numeric",TRUE,713
3006,"oecd_emplgndr_t1c","Employment rates: total","numeric",TRUE,720
3007,"oecd_evogdp_t1","Real GDP growth","numeric",TRUE,1800
3008,"oecd_evopop_g1","Population growth rates","numeric",TRUE,2369
3009,"oecd_evopop_t1","Population levels","numeric",TRUE,2404
3010,"oecd_evova_t1a","Real value added: agriculture, fishing, hunting and forestry","numeric",TRUE,1111
3011,"oecd_evova_t1b","Real value added: industry including energy","numeric",TRUE,720
3012,"oecd_evova_t1c","Real value added: construction","numeric",TRUE,1111
3013,"oecd_evova_t1d","Real value added: trade, repairs, transport, accommodation and food serv.","numeric",TRUE,1105
3014,"oecd_evova_t1e","Real value added: Information and communication","numeric",TRUE,1106
3015,"oecd_evova_t1f","Real value added: financial and insurance activities","numeric",TRUE,1111
3016,"oecd_evova_t1g","Real value added: real estate activities","numeric",TRUE,1105
3017,"oecd_evova_t1h","Real value added in professional, scientific, technical, administration","numeric",TRUE,1081
3018,"oecd_evova_t1i","Real value added in public administration, defence, education human health","numeric",TRUE,1109
3019,"oecd_evova_t1j","Real value added in other services activities","numeric",TRUE,1089
3020,"oecd_fdiflstk_t1a","Outflows of foreign direct investment","numeric",TRUE,212
3021,"oecd_fdiflstk_t1b","Inflows of foreign direct investment","numeric",TRUE,212
3022,"oecd_fdindex_t1a","Total FDI Index","numeric",TRUE,129
3023,"oecd_fdindex_t1b","Primary sector","numeric",TRUE,83
3024,"oecd_fdindex_t1c","Manufacturing","numeric",TRUE,50
3025,"oecd_fdindex_t1d","Electricity","numeric",TRUE,48
3026,"oecd_fdindex_t1e","Distribution","numeric",TRUE,42
3027,"oecd_fdindex_t1f","Transport","numeric",TRUE,79
3028,"oecd_fdindex_t1g","Media","numeric",TRUE,59
3029,"oecd_fdindex_t1h","Communications","numeric",TRUE,48
3030,"oecd_fdindex_t1i","Financial services","numeric",TRUE,78
3031,"oecd_fdindex_t1j","Business services","numeric",TRUE,54
3032,"oecd_fdistock_t1a","Outward FDI stocks","numeric",TRUE,205
3033,"oecd_fdistock_t1b","Inward FDI stocks","numeric",TRUE,205
3034,"oecd_fertility_t1","Total fertility rates","numeric",TRUE,184
3035,"oecd_gengovdistri_t1a","Structure of central gov. expenditures, general public serv.","numeric",TRUE,307
3036,"oecd_gengovdistri_t1b","Structure of central gov. expenditures, defence","numeric",TRUE,263
3037,"oecd_gengovdistri_t1c","Structure of central gov. expenditures, public order and safety","numeric",TRUE,253
3038,"oecd_gengovdistri_t1d","Structure of central gov. expenditures, economic affairs","numeric",TRUE,287
3039,"oecd_gengovdistri_t1e","Structure of central gov. expenditures, environmental protect.","numeric",TRUE,153
3040,"oecd_gengovdistri_t1f","Structure of central gov. expenditures, housing and community","numeric",TRUE,166
3041,"oecd_gengovdistri_t1g","Structure of central gov. expenditures, health","numeric",TRUE,293
3042,"oecd_gengovdistri_t1h","Structure of central gov. expenditures, recreation, culture and relig.","numeric",TRUE,196
3043,"oecd_gengovdistri_t1i","Structure of central gov. expenditures, education","numeric",TRUE,284
3044,"oecd_gengovdistri_t1j","Structure of central gov. expenditures, social protection","numeric",TRUE,301
3045,"oecd_gengovexpend_t1a","General government revenues per capita","numeric",TRUE,334
3046,"oecd_gengovexpend_t1b","General government expenditures per capita","numeric",TRUE,340
3047,"oecd_gengovprod_t1a","Production costs for general gov. compensation of employees","numeric",TRUE,345
3048,"oecd_gengovprod_t1b","Production costs for general gov. costs of goods and services","numeric",TRUE,321
3049,"oecd_gengovprod_t1c","Production costs for general gov. Other production costs","numeric",TRUE,223
3050,"oecd_gengovprod_t1d","Production costs for general gov. total","numeric",TRUE,353
3051,"oecd_gerd_t1","Gross domestic expenditure on R&D","numeric",TRUE,1100
3052,"oecd_govdebt_t1","Adjusted general government debt-to-GDP (excl. unfunded pension liability)","numeric",TRUE,633
3053,"oecd_govdebt_t2","Adjusted general government debt-to-GDP (incl. unfunded pension liability)","numeric",TRUE,633
3054,"oecd_govdefct_t1","General government net lending","numeric",TRUE,1030
3055,"oecd_govdefct_t2","General government revenues","numeric",TRUE,971
3056,"oecd_govdefct_t3","General government expenditures","numeric",TRUE,740
3057,"oecd_greenhouse_t1","Greenhouse gas emissions","numeric",TRUE,1048
3058,"oecd_hourswkd_t1","Average hours actually worked","numeric",TRUE,808
3059,"oecd_housdebt_t1","Households debt","numeric",TRUE,699
3060,"oecd_housinc_t1","Real household disposable income","numeric",TRUE,872
3061,"oecd_housnonfin_t1a","Non-financial assets of households: dwellings","numeric",TRUE,716
3062,"oecd_housnonfin_t1b","Non-financial assets of households: lands","numeric",TRUE,498
3063,"oecd_houssave_t1","Household net saving rates","numeric",TRUE,864
3064,"oecd_houswealth_t1a","Financial asset of households: Currency and deposits","numeric",TRUE,769
3065,"oecd_houswealth_t1b","Financial asset of households: Debt securities","numeric",TRUE,741
3066,"oecd_houswealth_t1c","Financial asset of households: equity","numeric",TRUE,716
3067,"oecd_houswealth_t1d","Financial asset of households:  investment funds shares","numeric",TRUE,651
3068,"oecd_houswealth_t1e","Financial asset of households: Life insurance and annuities","numeric",TRUE,677
3069,"oecd_houswealth_t1f","Financial asset of households: Pension funds","numeric",TRUE,647
3070,"oecd_incinequal_t1a","Income inequality: Gini (at disposable income  post taxes & transfers)","numeric",TRUE,166
3071,"oecd_incinequal_t1d","Income inequality: S80/S20 disposable income quintile share","numeric",TRUE,74
3072,"oecd_incinequal_t1e","Income inequality: P90/P10 disposable income decile ratio","numeric",TRUE,59
3073,"oecd_incinequal_t1f","Income inequality: P90/P50 disposable income decile ratio","numeric",TRUE,21
3074,"oecd_incinequal_t1g","Income inequality: P50/P10 disposable income decile ratio","numeric",TRUE,20
3075,"oecd_incompoverty_t1a","Relative poverty rates: Entire population","numeric",TRUE,133
3076,"oecd_incompoverty_t1b","Relative poverty rates: Children (age 0-17)","numeric",TRUE,174
3077,"oecd_incompoverty_t1c","Relative poverty rates: Working-age population (age 18-65)","numeric",TRUE,116
3078,"oecd_incompoverty_t1d","Relative poverty rates: Retirement-age population (over 65)","numeric",TRUE,184
3079,"oecd_incompoverty_t1e","Poverty gap entire population","numeric",TRUE,139
3080,"oecd_infmorty_g1","Infant mortality","numeric",TRUE,570
3081,"oecd_intlcomp_t1","Real effective exchange rates","numeric",TRUE,1687
3082,"oecd_invrates_t1","Gross fixed capital formation","numeric",TRUE,1841
3083,"oecd_lifeexpy_g1","Life expectancy at birth: total","numeric",TRUE,335
3084,"oecd_lifeexpy_g2a","Life expectancy at birth: women","numeric",TRUE,348
3085,"oecd_lifeexpy_g2b","Life expectancy at birth: men","numeric",TRUE,327
3086,"oecd_ltintrst_t1","Long-term interest rates","numeric",TRUE,1224
3087,"oecd_ltunemp_t1","Long-term unemployment","numeric",TRUE,1148
3088,"oecd_mertrade_t1","Trade balance of goods","numeric",TRUE,161
3089,"oecd_mertrade_t2","Imports of goods","numeric",TRUE,161
3090,"oecd_mertrade_t3","Exports of goods","numeric",TRUE,161
3091,"oecd_migeduemp_t1a","Employment rates of native-born pop. by edu. attainment: low","numeric",TRUE,281
3092,"oecd_migeduemp_t1b","Employment rates of native-born pop. by edu. attainment: high","numeric",TRUE,152
3093,"oecd_migeduemp_t1c","Employment rates of native-born pop. by edu. attainment: total","numeric",TRUE,226
3094,"oecd_migeduemp_t1d","Employment rates of foreign-born pop. by edu. attainment: low","numeric",TRUE,288
3095,"oecd_migeduemp_t1e","Employment rates of foreign-born pop. by educational attainment: high","numeric",TRUE,204
3096,"oecd_migeduemp_t1f","Employment rates of foreign-born pop. by edu. attainment: total","numeric",TRUE,226
3097,"oecd_migforpop_t1a","Foreign-born population","numeric",TRUE,518
3098,"oecd_migforpop_t1b","Foreign population","numeric",TRUE,558
3099,"oecd_migunemp_t1a","Unemployment rates of native-born populations: men","numeric",TRUE,77
3100,"oecd_migunemp_t1b","Unemployment rates of foreign-born populations: men","numeric",TRUE,79
3101,"oecd_migunemp_t1c","Unemployment rates of native-born populations: women","numeric",TRUE,76
3102,"oecd_migunemp_t1d","Unemployment rates of foreign-born populations: women","numeric",TRUE,79
3103,"oecd_migunemp_t1e","Unemployment rates of native-born populations: total","numeric",TRUE,75
3104,"oecd_migunemp_t1f","Unemployment rates of foreign-born populations: total","numeric",TRUE,78
3105,"oecd_natinccap_t1","Gross national income per capita","numeric",TRUE,1592
3106,"oecd_netmigr_t1a","Permanent inflows by category of entry: work","numeric",TRUE,348
3107,"oecd_netmigr_t1b","Permanent inflows by category of entry: free movements","numeric",TRUE,260
3108,"oecd_netmigr_t1c","Permanent inflows by category of entry: accompanying family of workers","numeric",TRUE,155
3109,"oecd_netmigr_t1d","Permanent inflows by category of entry: family","numeric",TRUE,347
3110,"oecd_netmigr_t1e","Permanent inflows by category of entry: humanitarian","numeric",TRUE,339
3111,"oecd_netmigr_t1f","Permanent inflows by category of entry: Other","numeric",TRUE,258
3112,"oecd_netmigr_t1g","Permanent inflows by category of entry: total","numeric",TRUE,394
3113,"oecd_nurse_g1","Practising nurses","numeric",TRUE,628
3114,"oecd_nurse_g3","Nursing graduates","numeric",TRUE,860
3115,"oecd_oda_t1a","Net official development assistance, as a percentage of gross national income","numeric",TRUE,81
3116,"oecd_oda_t1b","Net official development assistance  as a percentage of gross national income","numeric",TRUE,225
3117,"oecd_oilprices_t1","Crude oil import prices","numeric",TRUE,308
3118,"oecd_oilprod_t1","Production of crude oil","numeric",TRUE,1528
3119,"oecd_patents_t1","Triadic patent families","numeric",TRUE,1263
3120,"oecd_pension_t1a","Public pension expenditure","numeric",TRUE,205
3121,"oecd_pension_t1b","Private pension expenditure","numeric",TRUE,199
3122,"oecd_pphlthxp_t1c","Total expenditure on health","numeric",TRUE,1372
3123,"oecd_prodincom_g1","GDP per hour worked","numeric",TRUE,1514
3124,"oecd_prodincom_g2a","Levels of GDPpc and labour productivity (% gap in USD)","numeric",TRUE,1742
3125,"oecd_prodincom_g2b","Levels of GDPpc and labour productivity (Effect of labour util.)","numeric",TRUE,1457
3126,"oecd_prodincom_g2c","Levels of GDPpc and labour productivity (GDP/hour worked)","numeric",TRUE,1439
3127,"oecd_ptempl_t1","Incidence of part-time employment","numeric",TRUE,1067
3128,"oecd_rddeath_t1","Road fatalities","numeric",TRUE,446
3129,"oecd_research_t1","Researchers","numeric",TRUE,970
3130,"oecd_rnewable_t1","Contribution of renewables to energy supply","numeric",TRUE,1590
3131,"oecd_rtsconv_t1a","Purchasing power parities","numeric",TRUE,1996
3132,"oecd_rtsconv_t1b","Indices of price levels","numeric",TRUE,137
3133,"oecd_selfempl_t1a","Self-employment rates: women","numeric",TRUE,134
3134,"oecd_selfempl_t1b","Self-employment rates: men","numeric",TRUE,134
3135,"oecd_selfempl_t1c","Self-employment rates: total","numeric",TRUE,136
3136,"oecd_sizegdp_t1","GDP per capita","numeric",TRUE,1763
3137,"oecd_smoke_g1","Adult population smoking daily","numeric",TRUE,281
3138,"oecd_socexclus_t1a","Youths who are not in education or in employment (15-19)","numeric",TRUE,124
3139,"oecd_socexclus_t1b","Youths who are not in education or in employment (20-24)","numeric",TRUE,123
3140,"oecd_socexpnd_t1a","Public social expenditure","numeric",TRUE,1173
3141,"oecd_socexpnd_t1b","Private social expenditure","numeric",TRUE,939
3142,"oecd_socexpnd_t1c","Net social expenditure","numeric",TRUE,280
3143,"oecd_soxnox_t1a","Sulphur Oxides Emmissions","numeric",TRUE,936
3144,"oecd_soxnox_t1b","Nitrogene Oxides Emmissions","numeric",TRUE,938
3145,"oecd_svctrade_t1","Trade balance of services","numeric",TRUE,1160
3146,"oecd_svctrade_t2","Imports of services","numeric",TRUE,1159
3147,"oecd_svctrade_t3","Exports of services","numeric",TRUE,1184
3148,"oecd_taxapw_t1","Taxes on the average worker","numeric",TRUE,666
3149,"oecd_tiva_inter_t1a","Re-exported intermediates: Agriculture, hunting, forest and fish","numeric",TRUE,297
3150,"oecd_tiva_inter_t1b","Re-exported intermediates: Food products, beverages and tobacco","numeric",TRUE,295
3151,"oecd_tiva_inter_t1c","Re-exported intermediates: Textiles & prod., leather & footwear","numeric",TRUE,298
3152,"oecd_tiva_inter_t1d","Re-exported intermediates: Wood, paper & products, printing","numeric",TRUE,304
3153,"oecd_tiva_inter_t1e","Re-exported intermediates: Chemicals and non-metallic mineral","numeric",TRUE,297
3154,"oecd_tiva_inter_t1f","Re-exported intermediates: Basic metals and fabricated metal","numeric",TRUE,298
3155,"oecd_tiva_inter_t1g","Re-exported intermediates: Machinery and equipment","numeric",TRUE,302
3156,"oecd_tiva_inter_t1h","Re-exported intermediates: Transport equipment","numeric",TRUE,305
3157,"oecd_tiva_inter_t1i","Re-exported intermediates: Transport & storage, post & telecom.","numeric",TRUE,305
3158,"oecd_tiva_inter_t1j","Re-exported intermediates: Business services","numeric",TRUE,299
3159,"oecd_tiva_t1","Foreign value added as a share of gross exports","numeric",TRUE,294
3160,"oecd_totaltax_t1","Total tax revenue","numeric",TRUE,1506
3161,"oecd_tpes_t1","Total primary energy supply per unit of GDP","numeric",TRUE,345
3162,"oecd_tradegdp_t1a","International imports in goods and services","numeric",TRUE,1830
3163,"oecd_tradegdp_t1b","International exports in goods and services","numeric",TRUE,1830
3164,"oecd_transpgood_t1","Inland goods transport","numeric",TRUE,430
3165,"oecd_transppasseng_t1","Inland passenger transport","numeric",TRUE,385
3166,"oecd_unemplrt_t1a","Unemployment rates: women","numeric",TRUE,963
3167,"oecd_unemplrt_t1b","Unemployment rates: men","numeric",TRUE,973
3168,"oecd_unemplrt_t1c","Unemployment rates: total","numeric",TRUE,1051
3169,"oecd_valaddac_t1a","Value added: agriculture,  hunting, fishing and forestry","numeric",TRUE,1223
3170,"oecd_valaddac_t1b","Value added: industry including energy","numeric",TRUE,769
3171,"oecd_valaddac_t1c","Value added: construction","numeric",TRUE,1223
3172,"oecd_valaddac_t1d","Value added: trade, repairs, transport, accommodation and food services","numeric",TRUE,1213
3173,"oecd_valaddac_t1e","Value added: Information and communication","numeric",TRUE,1164
3174,"oecd_valaddac_t1f","Value added: financial and insurance activities","numeric",TRUE,1216
3175,"oecd_valaddac_t1g","Value added: real estate activities","numeric",TRUE,1218
3176,"oecd_valaddac_t1h","Value added in professional, scientific, technical, administration","numeric",TRUE,1133
3177,"oecd_valaddac_t1i","Value added in public administration, defence, education human health","numeric",TRUE,1171
3178,"oecd_valaddac_t1j","Value added in other services activities","numeric",TRUE,1216
3179,"oecd_waste_t1a","Generation intensities of municipal waste","numeric",TRUE,953
3180,"oecd_waste_t1b","Total amount generated of municipal waste","numeric",TRUE,941
3181,"oecd_water_t1a","Water abstractions per capita","numeric",TRUE,676
3182,"oecd_water_t1b","Total abstractions of water","numeric",TRUE,636
3183,"oecd_welecgen_t1","Electricity generation","numeric",TRUE,2197
3184,"oecd_wenergys_t1","Total primary energy supply","numeric",TRUE,2026
3185,"ohi_ohi","The Ocean Health Index","numeric",TRUE,1113
3186,"p_durable","Regime Durability","numeric",TRUE,172
3187,"p_polity2","Revised Combined Polity Score","numeric",TRUE,22
3188,"prp_prp","The Property Right Protection Index","numeric",TRUE,3682
3189,"prp_std","Estimated variance of the PRP point estimate","numeric",TRUE,3682
3190,"psi_cpsi1","Cummulative Party System Innovation","numeric",TRUE,227
3191,"psi_cpsi2","Cummulative Party System Innovation of a second election in a year","numeric",TRUE,9
3192,"psi_edate1","Exact date of the election","Date",TRUE,330
3193,"psi_edate2","Exact date of the second election in a year","Date",TRUE,9
3194,"psi_psi1","Party System Innovation (overall vote share of new parties in given election)","numeric",TRUE,71
3195,"psi_psi2","Party System Innovation of a second election in a year","numeric",TRUE,4
3196,"pwt_cs","Capital services at constant 2017 national prices (2017=1)","numeric",TRUE,6492
3197,"pwt_csppp","Capital services levels at current PPPs (USA=1)","numeric",TRUE,6556
3198,"pwt_gc","Share of government consumption at current PPPs","numeric",TRUE,9101
3199,"pwt_hci","Human capital index, see note hc","numeric",TRUE,7962
3200,"pwt_me","Share of merchandise exports at current PPPs","numeric",TRUE,9103
3201,"pwt_mi","Share of merchandise imports at current PPPs","numeric",TRUE,9105
3202,"pwt_plcf","Price level of capital formation, price level of USA GDPo in 2017=1","numeric",TRUE,9103
3203,"pwt_plcs","Price level of the capital services, price level of USA=1","numeric",TRUE,6557
3204,"pwt_ple","Price level of exports, price level of USA GDPo in 2017=1","numeric",TRUE,9103
3205,"pwt_plgc","Price level of government consumption, price level of USA GDPo in 2017=1","numeric",TRUE,9103
3206,"pwt_plhc","Price level of household consumption,  price level of USA GDPo in 2017=1","numeric",TRUE,9101
3207,"pwt_pli","Price level of imports, price level of USA GDPo in 2017=1","numeric",TRUE,9101
3208,"pwt_pop","Population (in millions)","numeric",TRUE,9100
3209,"pwt_rgdp","Real GDP at constant 2017 national prices (in mil. 2017US$)","numeric",TRUE,9094
3210,"pwt_rt","Share of residual trade and GDP statistical discrepancy at current PPPs","numeric",TRUE,8874
3211,"pwt_sgcf","Share of gross capital formation at current PPPs","numeric",TRUE,9104
3212,"pwt_shhc","Share of household consumption at current PPPs","numeric",TRUE,9097
3213,"pwt_slcgdp","Share of labour compensation in GDP at current national prices","numeric",TRUE,2993
3214,"pwt_tfp","TFP at constant national prices (2017=1)","numeric",TRUE,5954
3215,"pwt_tfpppp","TFP level at current PPPs (USA=1)","numeric",TRUE,6003
3216,"pwt_xr","Exchange rate, national currency/USD (market+estimated)","numeric",TRUE,5779
