"p_name","state","center_lon","center_lat","turbine_count","total_capacity","avg_hub_height","year_built","avg_wind_speed","median_wind_speed","n_observations","state_name_lower"
"Loess Hills Wind Project","MO",-95.538866,40.411967,4,5000,72,2008,NA,NA,NA,NA
"Logan's Gap Wind","TX",-98.6941370689655,31.8174908390805,87,200100,80,2015,NA,NA,NA,NA
"Lone Star I","TX",-99.50207827,32.60956629,100,200000,78,2007,NA,NA,NA,NA
"Lone Star II","TX",-99.51092714,32.53239347,100,200000,78,2007,NA,NA,NA,NA
"Lone Tree","IL",-89.60192775,41.20894215625,32,88100,89.09375,2020,NA,NA,NA,NA
"Longhorn","TX",-101.24259451,34.30919196,100,200000,80,2015,NA,NA,NA,NA
"Lookout","PA",-78.9321192777778,39.8652472222222,18,37800,79,2008,NA,NA,NA,NA
"Loraine","TX",-100.738433205882,32.4627013823529,68,102000,80,2010,NA,NA,NA,NA
"Loraine II","TX",-100.67607021875,32.4255565625,32,48000,80,2011,NA,NA,NA,NA
"Lorenzo Winds","TX",-101.478178638889,33.7448846666667,36,80460,80,2018,NA,NA,NA,NA
"Los Vientos I","TX",-97.5871684252874,26.3265541494253,87,200100,98.1,2012,NA,NA,NA,NA
"Los Vientos II","TX",-97.680566452381,26.3481697738095,84,201600,90,2012,NA,NA,NA,NA
"Los Vientos III","TX",-98.59040009,26.48209983,100,200000,95,2015,NA,NA,NA,NA
"Los Vientos IV","TX",-98.68619505,26.56993258,100,200000,95,2016,NA,NA,NA,NA
"Los Vientos V","TX",-98.5724138181818,26.3987997090909,55,110000,95,2015,NA,NA,NA,NA
"Lost Creek Ridge Wind Farm","MO",-94.50754508,39.98894686,100,150000,80,2010,NA,NA,NA,NA
"Lost Lakes Wind Farm","IA",-95.2775723606557,43.3436392786885,61,100650,80,2009,NA,NA,NA,NA
"Lower Snake River Phase I","WA",-117.818718986577,46.5227083691275,149,342700,80,2011,NA,NA,NA,NA
"Lubbock Wind Ranch","TX",-101.76209,33.569294,3,7500,80,2010,NA,NA,NA,NA
"Lundgren","IA",-94.1847769906542,42.3378828411215,107,251022,80,2014,NA,NA,NA,NA
"Luther College","IA",-91.817696,43.309093,1,1600,80,2011,NA,NA,NA,NA
"Luverne","ND",-97.928851969697,47.3434527272727,33,49500,80,2009,NA,NA,NA,NA
"MUTI","IL",-88.29142,40.1502,1,100,NA,2010,NA,NA,NA,NA
"MUTI Wind Turbine","IL",-87.851395,41.09539,1,50,NA,2010,NA,NA,NA,NA
"MWRA Deer Island","MA",-70.956871,42.346472,2,1200,34.5,2009,NA,NA,NA,NA
"Macho Springs Wind Farm I","NM",-107.509012321429,32.5556846428571,28,50400,80,2011,NA,NA,NA,NA
"Mackinaw City (Bay Windpower I)","MI",-84.739941,45.7618025,2,1800,72,2001,NA,NA,NA,NA
"Macksburg","IA",-94.137728627451,41.2056401960784,51,119646,80,2014,NA,NA,NA,NA
"Madison Windpower","NY",-75.4520395714286,42.8949194285714,7,11550,67,2000,NA,NA,NA,NA
"Magic Valley","TX",-97.6792686964286,26.4624865982143,112,203280,80,2012,NA,NA,NA,NA
"Majestic","TX",-101.525625320755,35.4033261886792,53,84800,80,2009,NA,NA,NA,NA
"Majestic II","TX",-101.587769294118,35.3898160392157,51,79600,80,2012,NA,NA,NA,NA
"Mammoth Plains","OK",-98.6917753247863,35.9782029401709,117,198900,80,2014,NA,NA,NA,NA
"Mann Packing","CA",-121.453575,36.503963,1,1700,80,2019,NA,NA,NA,NA
"Manzana Winds","CA",-118.461271357143,34.9327017142857,126,189000,65,2012,NA,NA,NA,NA
"Maple Ridge","NY",-75.5533175,43.7473814375,112,184800,80,2006,NA,NA,NA,NA
"Maple Ridge (Lowville)","NY",-75.622503597561,43.8078605243902,82,135300,80,2005,NA,NA,NA,NA
"Maple Ridge I","NY",-75.627747,43.791592,1,1650,80,2006,NA,NA,NA,NA
"Marble River","NY",-73.9388159571429,44.9281282857143,70,215250,94,2012,NA,NA,NA,NA
"Marengo I","WA",-117.767669974359,46.3861211025641,78,156000,67,2007,NA,NA,NA,NA
"Marengo II","WA",-117.851206897436,46.3603121282051,39,78000,67,2008,NA,NA,NA,NA
"Margaretta Elementary School","OH",-82.787132,41.396343,1,100,NA,2010,NA,NA,NA,NA
"Mariah North Wind","TX",-102.710507375,34.7160739583333,96,230400,80,2016,NA,NA,NA,NA
"Mark Richey Woodworking","MA",-70.880699,42.802891,1,600,65,2009,NA,NA,NA,NA
"Mars Hill","ME",-67.8110621428571,46.5442160714286,28,42000,80,2006,NA,NA,NA,NA
"Marsh Hill","NY",-77.5045769,42.1773228,10,16200,80,2014,NA,NA,NA,NA
"Marshall","MN",-95.815757,44.3286917777778,9,18900,79,2008,NA,NA,NA,NA
"Marshall Wind Energy","KS",-96.3715260555556,39.8501788888889,36,72000,95,2016,NA,NA,NA,NA
"Martinsdale Colony South","MT",-110.271793375,46.496305625,8,2000,NA,2007,NA,NA,NA,NA
"Martinsdale Wind Farm","MT",-110.271806727273,46.4995546363636,11,715,22.8,2005,NA,NA,NA,NA
"Maryneal","TX",-100.467269868421,32.2014893947368,38,182400,108,2021,NA,NA,NA,NA
"Mason City Wind","IA",-93.0975543333333,43.142826,3,7940,86,2020,NA,NA,NA,NA
"Mason Wind LLC Dyersville","IA",-91.226903,42.4899726666667,3,6000,80,2017,NA,NA,NA,NA
"Mason Wind LLC Fairbank","IA",-92.0189973333333,42.64771,3,6000,80,2017,NA,NA,NA,NA
"Mason Wind LLC Mason City","IA",-93.1820556,43.1142884,5,10000,80,2017,NA,NA,NA,NA
"Mason Wind LLC Perry","IA",-94.0801566666667,41.8194073333333,3,6000,80,2017,NA,NA,NA,NA
"Massachusetts Maritime Academy","MA",-70.623802,41.74139,1,660,50,2006,NA,NA,NA,NA
"Massachusetts National Cemetery","MA",-70.584602,41.673092,1,50,NA,2010,NA,NA,NA,NA
"Maverick Creek","TX",-99.8452286984127,31.2629206190476,126,488300,102.301587301587,2020,NA,NA,NA,NA
"Maverick Wind","OK",-98.1559196213592,36.2890225242718,103,287900,88.3009708737864,2021,NA,NA,NA,NA
"McAdoo","TX",-100.98416856,33.76395849,100,150000,80,2008,NA,NA,NA,NA
"McEvoy Ranch","CA",-122.679672,38.15757,1,225,30,2009,NA,NA,NA,NA
"McFadden Ridge","WY",-106.037531842105,41.6559347894737,19,35150,80,2009,NA,NA,NA,NA
"McKinley Wind Park","MI",-83.2570257777778,43.8749545555556,9,14400,100,2012,NA,NA,NA,NA
"McNeilus","MN",-92.8345355957447,43.9205599148936,47,52350,70.2127659574468,2002,NA,NA,NA,NA
"Meadow Creek","ID",-111.814409210526,43.5510890350877,57,119700,90,2012,NA,NA,NA,NA
"Meadow Lake","IN",-86.935376107438,40.6382094297521,121,199650,80,2009,NA,NA,NA,NA
"Meadow Lake II","IN",-87.0323471515152,40.6427029090909,66,99000,80,2010,NA,NA,NA,NA
"Meadow Lake III","IN",-87.0203504782609,40.6027140289855,69,103500,80,2010,NA,NA,NA,NA
"Meadow Lake IV","IN",-87.0365820212766,40.6773245319149,47,98700,79,2010,NA,NA,NA,NA
"Meadow Lake V","IN",-87.02670302,40.7237142,50,100000,95,2017,NA,NA,NA,NA
"Meadow Lake VI","IN",-87.140605557377,40.691905442623,61,200400,103.032786885246,2018,NA,NA,NA,NA
"Meadow Ridge","IA",-94.446289,41.390095,1,1600,80,2012,NA,NA,NA,NA
"Medicine Bow","WY",-106.243061444444,41.8347192222222,9,6270,47.7777777777778,2015,NA,NA,NA,NA
"Mehoopany","PA",-76.0771925795455,41.4676441136364,88,140800,94.7727272727273,2012,NA,NA,NA,NA
"Mendota Hills Repowering","IL",-89.0539203448276,41.7212213103448,29,76125,84,2019,NA,NA,NA,NA
"Meridian Way","KS",-97.5486977428571,39.4177446857143,35,105000,80,2008,NA,NA,NA,NA
"Meridian Way II","KS",-97.744207875,39.42364603125,32,96000,80,2008,NA,NA,NA,NA
"Meridian Wind Park","MI",-84.3600107922078,43.4814918961039,77,222120,88.078947368421,2021,NA,NA,NA,NA
"Merricourt","ND",-99.04653956,46.1138115866667,75,150000,80,2020,NA,NA,NA,NA
"Mesa Wind Repowering","CA",-116.660730714286,33.9535217142857,7,28000,92,2024,NA,NA,NA,NA
"Mesalands","NM",-103.738991,35.169693,1,1500,80,2008,NA,NA,NA,NA
"Mesquite Creek","TX",-101.7478275,32.7159484830508,118,211220,80,2015,NA,NA,NA,NA
"Mesquite Sky","TX",-99.4934813382353,32.4584530147059,68,340000,90,2021,NA,NA,NA,NA
"Mesquite Star","TX",-100.558807432203,32.5844588220339,118,418900,101.5,2020,NA,NA,NA,NA
"Mesteno","TX",-98.7502165535714,26.5258264464286,56,201600,112,2019,NA,NA,NA,NA
"Method Manufacturing Plant","IL",-87.601456,41.698063,1,600,45,2015,NA,NA,NA,NA
"Metro Wind, LLC","MN",-93.560692,45.378792,1,660,65,2001,NA,NA,NA,NA
"Meyersdale","PA",-79.00325695,39.7893668,20,30000,80,2003,NA,NA,NA,NA
"Miami","TX",-100.538681211538,35.6537553461538,156,288600,80,2014,NA,NA,NA,NA
"Michigan Wind I","MI",-82.9461545434783,43.7164397173913,46,69000,80,2008,NA,NA,NA,NA
"Michigan Wind II","MI",-82.73299414,43.635838,50,90000,95,2011,NA,NA,NA,NA
"Midland Wind","IL",-90.00688236,41.27518672,25,105500,105,2023,NA,NA,NA,NA
"Midway","TX",-97.3278327826087,27.9458271304348,46,159390,84,2019,NA,NA,NA,NA
"Milford Phase I","UT",-112.934813649485,38.5356807525773,97,203500,80,2009,NA,NA,NA,NA
"Milford Phase II","UT",-112.930834735294,38.5852204117647,68,102000,80,2011,NA,NA,NA,NA
"Mill Run Windpower LLC","PA",-79.3903121,39.9213804,10,15000,65,2001,NA,NA,NA,NA
"Milligan 1","NE",-97.2020923469388,40.5050431326531,98,297250,90.9183673469388,2020,NA,NA,NA,NA
"Milner Dam","ID",-114.018887923077,42.4604407692308,13,19500,80,2011,NA,NA,NA,NA
"Milo","NM",-103.36381768,33.90093456,25,49650,80,2015,NA,NA,NA,NA
"MinWind I & II","MN",-96.3088435,43.5551175,4,3800,70,2002,NA,NA,NA,NA
"Minco II","OK",-98.058611031746,35.3292368253968,63,100800,80,2011,NA,NA,NA,NA
"Minco III","OK",-98.1539682380952,35.3761318730159,63,115800,80,2012,NA,NA,NA,NA
"Minco IV","OK",-98.3221320327869,35.4457290655738,61,129665,86.1475409836066,2009,NA,NA,NA,NA
"Minco Wind","OK",-97.9837017903226,35.2799545806452,62,99200,80,2010,NA,NA,NA,NA
"Minden Wind Park","MI",-82.78185035,43.63665705,20,32000,96,2012,NA,NA,NA,NA
"Minn-Dakota","MN",-96.3857808125,44.289895828125,64,96000,80,2007,NA,NA,NA,NA
"Minn-Dakota","SD",-96.47687625,44.3358175277778,36,54000,80,2007,NA,NA,NA,NA
"Minnesota Wind Share","MN",-95.9804913333333,43.9590593333333,3,5400,79,2006,NA,NA,NA,NA
"Minnkota Power Cooperative","ND",-97.930992,48.008793,1,900,NA,2002,NA,NA,NA,NA
"Minonk","IL",-88.9498861,40.87222193,100,200000,100,2012,NA,NA,NA,NA
"Missouri River Energy Services (MRES)","MN",-95.6788583333333,43.6213415,6,5500,70,2002,NA,NA,NA,NA
"Mojave 16, 17 & 18 (Desertwind III PPC Trust)","CA",-118.274802052083,35.0447495972222,288,0,NA,1989,NA,NA,NA,NA
"Montague","OR",-120.115619732143,45.5429481785714,56,200850,82.4464285714286,2019,NA,NA,NA,NA
"Montezuma","CA",-121.7969866875,38.16170125,16,36800,80,2010,NA,NA,NA,NA
"Montezuma Winds II","CA",-121.821795352941,38.1186156176471,34,78200,80,2012,NA,NA,NA,NA
"Montfort Wind Farm","WI",-90.38321795,42.9607915,20,30000,65,2001,NA,NA,NA,NA
"Montgomery Ranch Wind Farm","TX",-99.6612152222222,33.8459193333333,45,202500,120,2024,NA,NA,NA,NA
"Moorhead","MN",-96.7310755,46.8951265,2,1500,55,1999,NA,NA,NA,NA
"Moraine II","MN",-96.0664880606061,44.1111077272727,33,49500,80,2009,NA,NA,NA,NA
"Moraine Sands Wind","IL",-89.8079106578947,40.1889070263158,38,171000,105,2023,NA,NA,NA,NA
"Moraine Wind Power project","MN",-96.055816,44.0668243529412,34,51000,65,2003,NA,NA,NA,NA
"Morning Light","IA",-94.5776820888889,41.4409696888889,45,112380,80,2012,NA,NA,NA,NA
"Moulton, Chandler Hills Wind Farm Phase II","MN",-95.951027,43.9006923333333,3,1980,65,2001,NA,NA,NA,NA
"Mount St. Mary's Abbey","MA",-71.3937,42.042492,1,100,NA,2009,NA,NA,NA,NA
"Mount Wachusett Wind Farm","MA",-71.9838985,42.589642,2,3000,70,2009,NA,NA,NA,NA
"Mountain Breeze","CO",-104.018833258065,40.9696638870968,62,171720,89,2020,NA,NA,NA,NA
"Mountain Home","ID",-115.47357175,43.04068925,20,42000,79,2009,NA,NA,NA,NA
"Mountain Lake Wind","MN",-94.943382,43.940548,1,1200,75,2007,NA,NA,NA,NA
"Mountain Peak Special Utility District","TX",-97.024254,32.421448,1,100,NA,2010,NA,NA,NA,NA
"Mountain View Grand","NH",-71.590302,44.398792,1,100,37,2009,NA,NA,NA,NA
"Mountain View IV","CA",-116.560699,33.8828086122449,49,49000,60,2012,NA,NA,NA,NA
"Mountain View Power Partners I & II","CA",-116.596752210526,33.8986492631579,19,11400,55,2001,NA,NA,NA,NA
"Mountain View Power Partners III","CA",-116.591232911765,33.9142063235294,34,22440,60,2003,NA,NA,NA,NA
"Mountain View Power Partners Repower","CA",-116.6172115,33.910323625,16,66700,92,2022,NA,NA,NA,NA
"Mountain Wind I","WY",-110.50300837931,41.2895172068966,29,60900,79,2008,NA,NA,NA,NA
"Mountain Wind II","WY",-110.544181605263,41.2685885,38,79800,79,2008,NA,NA,NA,NA
"Mountaineer Wind Energy Center (Thomas)","WV",-79.5354407727273,39.1852888636364,44,66000,70,2002,NA,NA,NA,NA
"Mower County Wind Energy Center","MN",-92.5968303023256,43.6110181162791,43,98900,80,2006,NA,NA,NA,NA
"Mozart","TX",-100.530939666667,32.9917383333333,12,30000,80,2012,NA,NA,NA,NA
"Munnsville","NY",-75.5589589130435,42.9264127826087,23,34500,80,2007,NA,NA,NA,NA
"Musselshell I","MT",-109.471315571429,46.283322,7,10500,75,2012,NA,NA,NA,NA
"Musselshell II","MT",-109.502574285714,46.2653651428571,7,10500,75,2012,NA,NA,NA,NA
"Mustang Hills","CA",-118.2411715,35.029712,6,18000,80,2012,NA,NA,NA,NA
"NEXGEN","OH",-82.643219,40.763767,1,100,NA,2010,NA,NA,NA,NA
"NORESCO","TX",-101.507591,32.227596,1,100,NA,2009,NA,NA,NA,NA
"NREL - NWTC","CO",-105.224606833333,39.9085973333333,6,7100,59,2009,NA,NA,NA,NA
"Na Pua Makani","HI",-157.95991525,21.667064375,8,27600,105,2020,NA,NA,NA,NA
"Nantucket High School","MA",-70.097801,41.272137,1,100,37,2010,NA,NA,NA,NA
"Nature's Classroom Wind Turbine","MA",-72.003899,42.110889,1,100,NA,2009,NA,NA,NA,NA
"NedPower Mount Storm, Phase I","WV",-79.2318267682927,39.1850696219512,82,164000,78,2008,NA,NA,NA,NA
"NedPower Mount Storm, Phase II","WV",-79.18298684,39.25541406,50,100000,78,2008,NA,NA,NA,NA
"Neosho Ridge","KS",-95.3854465144928,37.4997348188406,138,298800,121.652173913043,2021,NA,NA,NA,NA
"Neppel Wind Power Project","IA",-94.579018,43.401993,1,1500,70,2004,NA,NA,NA,NA
"Nestle Waters","CA",-116.749889,33.916994,2,3000,80,2012,NA,NA,NA,NA
"Nestle Waters II","CA",-116.753098,33.911694,1,1850,80,2018,NA,NA,NA,NA
"New Creek Wind","WV",-79.1163535306122,39.2475539795918,49,102500,78,2016,NA,NA,NA,NA
"New England Tech","RI",-71.45895,41.728592,2,200,37,2009,NA,NA,NA,NA
"New Frontier","ND",-100.925640793103,47.8739589655172,29,100050,87,2018,NA,NA,NA,NA
"New Harvest","IA",-95.44912424,42.17234716,50,100000,78,2012,NA,NA,NA,NA
"New London","IA",-91.395172,40.954773,1,1500,85,2011,NA,NA,NA,NA
"New Mexico Wind Energy Center","NM",-104.059938132353,34.6355825588235,136,204000,80,2003,NA,NA,NA,NA
"New York State Thruway Authority","NY",-79.39859975,42.43075875,4,1100,32,2015,NA,NA,NA,NA
"Nine Canyon","WA",-119.093885675676,46.0966908918919,37,48100,60,2002,NA,NA,NA,NA
"Nine Canyon II","WA",-119.149344666667,46.1071268333333,12,15600,60,2003,NA,NA,NA,NA
"Nine Canyon III","WA",-119.125055571429,46.1055964285714,14,32200,80,2008,NA,NA,NA,NA
"Ninnescah","KS",-98.6099785950413,37.5875376694215,121,208265,80,2016,NA,NA,NA,NA
"Niyol Wind","CO",-102.9714875,40.6181366891892,74,206440,89.054054054054,2021,NA,NA,NA,NA
"No Fossil Fuel - Kingston","MA",-70.726967,41.9720916666667,3,6000,90,2012,NA,NA,NA,NA
"Noble Altona","NY",-73.6496725230769,44.8206339076923,65,97500,80,2009,NA,NA,NA,NA
"Noble Bliss","NY",-78.2586403134328,42.5451171641791,67,100500,80,2008,NA,NA,NA,NA
"Noble Chateaugay","NY",-74.0357599577465,44.898939028169,71,106500,80,2009,NA,NA,NA,NA
"Noble Clinton","NY",-73.9939307313433,44.9213598358209,67,100500,80,2008,NA,NA,NA,NA
"Noble Ellenburg","NY",-73.9737336296296,44.8698317407407,54,81000,80,2008,NA,NA,NA,NA
"Noble Great Plains","TX",-101.364248881579,36.4745829605263,76,114000,80,2009,NA,NA,NA,NA
"Noble Wethersfield","NY",-78.2608549047619,42.6229300714286,84,126000,80,2009,NA,NA,NA,NA
"Nobles","MN",-95.7892893984962,43.6835526090226,133,213140,80,2010,NA,NA,NA,NA
"Nobles 2 Power Partners","MN",-95.850682445946,43.7997132567568,74,250400,81.7297297297297,2020,NA,NA,NA,NA
"Nobles Cooperative Electric","MN",-95.437294,43.718594,1,2100,79,2008,NA,NA,NA,NA
"Nome","AK",-165.429814666667,64.5674831333333,15,750,31.1,2008,NA,NA,NA,NA
"Nome Newton Peak","AK",-165.4288635,64.5685005,2,1800,50,2013,NA,NA,NA,NA
"Norgaard (7 Projects)","MN",-96.3878044285714,44.2997402857143,7,8750,73,2006,NA,NA,NA,NA
"North Allegheny","PA",-78.57792184375,40.387977375,32,64000,78,2009,NA,NA,NA,NA
"North Bend Wind","SD",-99.6524399285714,44.3779442,70,197400,89,2023,NA,NA,NA,NA
"North Dakota Wind I","ND",-98.8865461851852,46.3224402592593,27,40500,65,2003,NA,NA,NA,NA
"North Dakota Wind II","ND",-98.8857259285714,46.3187710714286,14,21000,65,2003,NA,NA,NA,NA
"North English","IA",-92.55971312,41.64577833,100,200000,95,2018,NA,NA,NA,NA
"North English II","IA",-92.4317615857143,41.6335553857143,70,140000,95,2019,NA,NA,NA,NA
"North Fork Ridge","MO",-94.4820372173913,37.4172806811594,69,149400,121.652173913043,2020,NA,NA,NA,NA
"North Hurlburt","OR",-120.068786541667,45.744886875,24,68250,85.2083333333333,2012,NA,NA,NA,NA
"North Kingstown Green","RI",-71.4869,41.581593,1,1500,85,2012,NA,NA,NA,NA
"North Newton School Corporation","IN",-87.42627,41.032585,1,900,70,2012,NA,NA,NA,NA
"North Shaokatan Wind Farm","MN",-96.4347008333333,44.4217182777778,18,11880,65,2000,NA,NA,NA,NA
"North Sky River","CA",-118.18634645,35.33557807,100,162000,80,2012,NA,NA,NA,NA
"Northeast Colorado Wind","CO",-102.871977666667,40.9792967530864,81,175700,80,2009,NA,NA,NA,NA
"Northern Divide (Burke)","ND",-102.859817135135,48.8080568108108,74,193240,88.9189189189189,2020,NA,NA,NA,NA
"Northern Wind Repower","MN",-96.0302721428571,44.0050432,35,94800,89.4857142857143,2023,NA,NA,NA,NA
"Northwest Ohio","OH",-84.5856121428571,41.0435759285714,42,105000,90,2018,NA,NA,NA,NA
"Northwestern School Corporation","IN",-86.204498,40.523193,1,900,71,2012,NA,NA,NA,NA
"Notrees","TX",-102.828524447917,31.994007625,96,152610,80,2009,NA,NA,NA,NA
"Number Three Wind Farm","NY",-75.5992361111111,43.8427794444444,27,99500,105.925925925926,2023,NA,NA,NA,NA
"O'Brien","IA",-95.5995560288462,43.1989931442308,104,250263,80,2016,NA,NA,NA,NA
"OK Wind Energy Center (mooreland)","OK",-99.3007558970588,36.5851089558824,68,102000,80,2003,NA,NA,NA,NA
"OU Spirit","OK",-99.4893865454546,36.3307045,44,101200,80,2009,NA,NA,NA,NA
"Oak Creek Energy Systems","CA",-118.361735909091,35.036421,11,4923,NA,1982,NA,NA,NA,NA
"Oak Creek Wind Power Phase 2","CA",-118.361757909091,35.034584,33,23100,55,1999,NA,NA,NA,NA
"Oak Glen Wind Project","MN",-93.1255089583333,43.9155209166667,24,43200,80,2011,NA,NA,NA,NA
"Oak Tree","SD",-97.7462060909091,44.9431129090909,11,20350,80,2014,NA,NA,NA,NA
"Oakfield Wind","ME",-68.1010193958333,46.0619039166667,48,147600,84,2015,NA,NA,NA,NA
"Oasis Repowering","CA",-118.2923164375,35.063680625,16,55200,85,2020,NA,NA,NA,NA
"Ocotillo","TX",-101.396944785714,32.1428093571429,28,58800,79,2008,NA,NA,NA,NA
"Ocotillo Wind I","CA",-116.040566714286,32.7472633125,112,264180,80,2012,NA,NA,NA,NA
"Odell","MN",-94.93756078,43.85163312,100,200000,80,2016,NA,NA,NA,NA
"Odin","MN",-94.8596824,43.8625561,10,20000,79,2008,NA,NA,NA,NA
"Old Settler Wind","TX",-101.156205095238,34.0262931269841,63,151200,80,2017,NA,NA,NA,NA
"Oliver County Wind Energy Center","ND",-101.220003909091,47.1671557727273,22,50600,80,2006,NA,NA,NA,NA
"Oliver II","ND",-101.21019890625,47.16117025,32,51200,80,2007,NA,NA,NA,NA
"Oliver III","ND",-101.170004958333,46.9519313958333,48,99250,80,2017,NA,NA,NA,NA
"Olsen Farms","MN",-96.338959,43.8951795,2,1500,55,2001,NA,NA,NA,NA
"Orangeville Wind","NY",-78.2406037586207,42.7461636034483,58,93960,80,2013,NA,NA,NA,NA
"Orchard Wind","OR",-119.5063823125,45.663214875,16,40000,89,2020,NA,NA,NA,NA
"Oregon Trail","ID",-114.990299,42.8389937777778,9,13500,80,2011,NA,NA,NA,NA
"Orient 2019","IA",-94.3731237631579,41.2224774210526,190,392200,95,2019,NA,NA,NA,NA
"Orient I","IA",-94.5031397058823,41.1871416078431,51,102000,95,2018,NA,NA,NA,NA
"Origin","OK",-97.2697478133333,34.4459738133333,75,150000,80,2014,NA,NA,NA,NA
"Osage Utilities","IA",-92.840591,43.292492,1,1500,80,2009,NA,NA,NA,NA
"Osage Wind","OK",-96.6534576785714,36.7066736785714,84,150360,80,2015,NA,NA,NA,NA
"Osborn","MO",-94.4454033814433,39.838389072165,97,200910,92.701030927835,2016,NA,NA,NA,NA
"Oso Grande","NM",-103.764149918033,33.0067717540984,61,247395,101.639344262295,2020,NA,NA,NA,NA
"Other World Computing","IL",-88.417328,42.28112,1,500,40.5,2009,NA,NA,NA,NA
"Otis Wind Energy Project","MA",-73.025764,42.225765,1,1500,85,2017,NA,NA,NA,NA
"Otter Creek","IL",-88.6973420714286,41.1261691428571,42,158200,82.4761904761905,2020,NA,NA,NA,NA
"Outlaw","MO",-95.3858533516484,40.5282343956044,91,298600,94.010989010989,2021,NA,NA,NA,NA
"PYCO Soaring Wind Farm","TX",-101.795511,33.5520834,10,10000,70,2008,NA,NA,NA,NA
"PaTu Wind Farm","OR",-120.617287,45.6073441666667,6,9000,80,2010,NA,NA,NA,NA
"Pacific Wind","CA",-118.427803342857,34.8967893857143,70,143500,78.5,2012,NA,NA,NA,NA
"Painted Hills Repower","CA",-116.626237,33.9384764444444,9,27000,92,2020,NA,NA,NA,NA
"Pakini Nui (KA'ALUALU)","HI",-155.689595714286,18.9713397142857,14,21000,65,2007,NA,NA,NA,NA
"Palm Springs (repower)","CA",-116.587360333333,33.9182055454545,33,49500,65,2011,NA,NA,NA,NA
"Palmas Altas","TX",-97.4801503913043,26.3008644130435,46,144900,87.5,2019,NA,NA,NA,NA
"Palmer's Creek","MN",-95.5723016666667,44.8584508888889,18,44600,88.8888888888889,2018,NA,NA,NA,NA
"Palo Alto","IA",-94.561280664,43.216368232,125,250000,95,2019,NA,NA,NA,NA
"Palo Alto II","IA",-94.5047578888889,43.1495238888889,45,90000,95,2020,NA,NA,NA,NA
"Palo Duro","TX",-101.030285489796,36.4218051972789,147,249900,80,2014,NA,NA,NA,NA
"Palouse","WA",-117.327077586207,47.1349318965517,58,104400,80,2012,NA,NA,NA,NA
"Panhandle Wind 1","TX",-101.246583940678,35.4195903559322,118,218300,80,2014,NA,NA,NA,NA
"Panhandle Wind 2","TX",-101.385922,35.4432235696203,79,181700,80,2014,NA,NA,NA,NA
"Panorama Wind","CO",-103.903182257576,40.9668684242424,66,145000,92.0454545454545,2022,NA,NA,NA,NA
"Pantex Renewable Energy Project","TX",-101.5324112,35.322693,5,11500,80,2014,NA,NA,NA,NA
"Panther Creek I","TX",-101.422819936842,32.0289138526316,95,153900,80,2008,NA,NA,NA,NA
"Panther Creek II","TX",-101.30081687013,31.9369314285714,77,124740,80,2009,NA,NA,NA,NA
"Panther Creek III","TX",-101.11668775188,31.9923510075188,133,212800,80,2009,NA,NA,NA,NA
"Papalote Creek","TX",-97.4626548899083,27.9351327981651,109,179850,80,2009,NA,NA,NA,NA
"Papalote Creek II","TX",-97.3509183563218,27.9774206206897,87,200100,80,2010,NA,NA,NA,NA
"Passadumkeag","ME",-68.350975,45.1319745384615,13,42900,84,2016,NA,NA,NA,NA
"Patriot","ME",-69.335261,44.4951603333333,3,4500,80,2008,NA,NA,NA,NA
"Patriot Wind","TX",-97.6365984920635,27.5956479365079,63,226050,82.3968253968254,2019,NA,NA,NA,NA
"Patterson Pass","CA",-121.614011219697,37.6966411515152,132,8580,24.6,1985,NA,NA,NA,NA
"Patterson Wind","CA",-121.614015479452,37.6986522191781,73,4745,24,1985,NA,NA,NA,NA
"Patton Wind Farm","PA",-78.6919336666667,40.6379581333333,15,30000,100,2012,NA,NA,NA,NA
"Payne's Ferry","ID",-115.009678857143,42.8247871428571,14,21000,80,2010,NA,NA,NA,NA
"Peak View Wind","CO",-104.506951088235,37.6733254411765,34,60860,80,2016,NA,NA,NA,NA
"Pebble Springs","OR",-120.121251148936,45.6916728510638,47,98700,79,2009,NA,NA,NA,NA
"Peetz Table","CO",-103.322227827715,40.9619550674157,267,413800,80,2007,NA,NA,NA,NA
"Peetz Table Wind Farm","CO",-103.160943636364,40.9441235454545,33,29700,72,2001,NA,NA,NA,NA
"Pegasus","MI",-83.548487631579,43.5216686842105,19,48800,90,2019,NA,NA,NA,NA
"Pegasus II","MI",-83.53585103125,43.47908271875,32,80000,80,2020,NA,NA,NA,NA
"Pembina Border Station","ND",-97.241592,48.996891,1,1000,70,2012,NA,NA,NA,NA
"Penescal","TX",-97.5185412857143,27.0819456428571,84,201600,80,2009,NA,NA,NA,NA
"Penescal II","TX",-97.5667727619048,27.1149053571429,84,201600,80,2010,NA,NA,NA,NA
"Perennial Wind","NE",-97.6268893333333,40.6328913333333,3,6900,90,2018,NA,NA,NA,NA
"Perrin Ranch","AZ",-112.28976033871,35.4297884677419,62,99200,80,2012,NA,NA,NA,NA
"Persimmon Creek I","OK",-99.3226141875,36.1693028875,80,198600,90,2018,NA,NA,NA,NA
"Petersburg","NE",-97.9738578148148,41.8645525555556,27,40500,80,2011,NA,NA,NA,NA
"Pettisville Local Schools","OH",-84.225395,41.527992,1,750,65,2012,NA,NA,NA,NA
